,0,1,2,3,4,5,6,7,8,9
0,1097.0,123.0,262.0,426.0,798.0,1655.0,3620.0,7187.0,3603.0,994.0
1,205.0,264.0,370.0,641.0,1315.0,2056.0,3094.0,4406.0,4124.0,1272.0
2,82.0,98.0,121.0,179.0,260.0,341.0,597.0,697.0,793.0,442.0
3,68.0,53.0,57.0,116.0,155.0,187.0,326.0,323.0,118.0,16.0
4,73.0,62.0,48.0,66.0,93.0,168.0,193.0,198.0,67.0,10.0
5,29.0,32.0,40.0,73.0,99.0,117.0,148.0,135.0,47.0,2.0
6,43.0,27.0,45.0,73.0,112.0,158.0,139.0,96.0,31.0,2.0
7,43.0,26.0,71.0,89.0,110.0,158.0,118.0,67.0,11.0,0.0
8,15.0,21.0,46.0,95.0,150.0,148.0,191.0,76.0,4.0,0.0
9,2.0,12.0,32.0,128.0,146.0,206.0,225.0,109.0,34.0,0.0
