,0,1,2,3,4,5,6,7,8,9
0,13813.0,851.0,783.0,726.0,1092.0,1395.0,925.0,492.0,125.0,13.0
1,1040.0,204.0,160.0,130.0,165.0,252.0,206.0,113.0,33.0,0.0
2,666.0,140.0,102.0,78.0,194.0,191.0,218.0,134.0,95.0,13.0
3,535.0,126.0,126.0,124.0,145.0,240.0,331.0,271.0,125.0,58.0
4,774.0,165.0,176.0,157.0,190.0,277.0,446.0,443.0,220.0,138.0
5,825.0,209.0,165.0,196.0,199.0,603.0,938.0,886.0,527.0,189.0
6,524.0,196.0,167.0,164.0,234.0,600.0,1492.0,1368.0,756.0,224.0
7,220.0,79.0,103.0,80.0,124.0,364.0,1161.0,1468.0,798.0,223.0
8,14.0,12.0,31.0,12.0,33.0,91.0,443.0,701.0,462.0,107.0
9,9.0,0.0,0.0,2.0,7.0,23.0,78.0,332.0,292.0,153.0
