,0,1,2,3,4,5,6,7,8,9
0,12207.0,4989.0,880.0,621.0,440.0,302.0,175.0,93.0,43.0,15.0
1,6194.0,7394.0,964.0,704.0,516.0,480.0,426.0,368.0,343.0,358.0
2,1234.0,1261.0,177.0,69.0,58.0,66.0,78.0,90.0,121.0,456.0
3,765.0,573.0,47.0,13.0,6.0,1.0,8.0,5.0,1.0,0.0
4,495.0,421.0,26.0,16.0,6.0,5.0,0.0,5.0,4.0,0.0
5,359.0,329.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
6,338.0,355.0,27.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
7,307.0,368.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8,193.0,510.0,40.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
9,49.0,571.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
