,0,1,2,3,4,5,6,7,8,9
0,1089.0,18.0,40.0,55.0,107.0,155.0,447.0,237.0,122.0,38.0
1,29.0,24.0,87.0,135.0,246.0,409.0,991.0,1307.0,92.0,35.0
2,58.0,90.0,144.0,264.0,462.0,829.0,1635.0,3310.0,641.0,27.0
3,52.0,76.0,166.0,307.0,466.0,671.0,1352.0,3161.0,1449.0,66.0
4,27.0,44.0,90.0,203.0,327.0,496.0,946.0,1814.0,1863.0,222.0
5,70.0,84.0,111.0,246.0,502.0,668.0,860.0,1123.0,1518.0,541.0
6,140.0,128.0,200.0,302.0,473.0,727.0,903.0,1023.0,1261.0,742.0
7,101.0,155.0,163.0,205.0,378.0,723.0,943.0,661.0,903.0,459.0
8,57.0,82.0,67.0,130.0,198.0,398.0,431.0,469.0,731.0,336.0
9,34.0,17.0,24.0,39.0,79.0,118.0,143.0,189.0,252.0,272.0
