,0,1,2,3,4,5,6,7,8,9
0,1019.0,176.0,217.0,495.0,929.0,1723.0,3756.0,9086.0,7690.0,2669.0
1,130.0,75.0,136.0,246.0,345.0,620.0,930.0,1217.0,428.0,48.0
2,184.0,80.0,146.0,228.0,414.0,695.0,980.0,948.0,324.0,9.0
3,125.0,105.0,163.0,225.0,445.0,562.0,755.0,771.0,188.0,8.0
4,44.0,83.0,127.0,225.0,429.0,437.0,635.0,505.0,100.0,4.0
5,48.0,83.0,110.0,179.0,258.0,331.0,551.0,363.0,52.0,0.0
6,38.0,36.0,65.0,96.0,153.0,307.0,370.0,185.0,31.0,0.0
7,21.0,30.0,48.0,79.0,114.0,265.0,305.0,137.0,13.0,0.0
8,13.0,26.0,37.0,61.0,80.0,122.0,189.0,46.0,4.0,0.0
9,35.0,24.0,43.0,52.0,71.0,132.0,180.0,36.0,2.0,0.0
