,0,1,2,3,4,5,6,7,8,9
0,1551.0,4828.0,8113.0,5661.0,3587.0,2262.0,853.0,368.0,216.0,321.0
1,158.0,846.0,1247.0,726.0,451.0,477.0,147.0,57.0,35.0,31.0
2,306.0,812.0,1054.0,715.0,408.0,399.0,174.0,80.0,28.0,32.0
3,162.0,663.0,819.0,624.0,357.0,332.0,194.0,111.0,45.0,40.0
4,72.0,492.0,597.0,453.0,366.0,207.0,189.0,99.0,57.0,57.0
5,47.0,308.0,402.0,372.0,251.0,186.0,143.0,106.0,100.0,60.0
6,25.0,122.0,240.0,280.0,181.0,109.0,110.0,85.0,69.0,60.0
7,20.0,105.0,165.0,238.0,154.0,90.0,107.0,52.0,28.0,53.0
8,16.0,31.0,60.0,141.0,88.0,73.0,52.0,32.0,31.0,54.0
9,23.0,60.0,55.0,79.0,87.0,68.0,53.0,30.0,14.0,106.0
