,0,1,2,3,4,5,6,7,8,9
0,1139.0,8.0,11.0,34.0,90.0,52.0,101.0,294.0,467.0,154.0
1,39.0,54.0,106.0,105.0,158.0,302.0,449.0,1320.0,1243.0,245.0
2,9.0,49.0,145.0,233.0,428.0,643.0,1178.0,2572.0,4101.0,452.0
3,15.0,52.0,88.0,203.0,283.0,494.0,1007.0,2056.0,4672.0,998.0
4,40.0,58.0,62.0,128.0,195.0,368.0,585.0,922.0,2379.0,1251.0
5,43.0,28.0,66.0,137.0,137.0,231.0,352.0,500.0,1022.0,833.0
6,38.0,49.0,80.0,86.0,96.0,180.0,278.0,582.0,661.0,722.0
7,82.0,22.0,47.0,82.0,89.0,196.0,339.0,502.0,822.0,554.0
8,123.0,38.0,38.0,101.0,157.0,360.0,436.0,581.0,980.0,923.0
9,21.0,36.0,28.0,43.0,108.0,184.0,270.0,438.0,670.0,872.0
