,0,1,2,3,4,5,6,7,8,9
0,1111.0,14.0,0.0,4.0,0.0,0.0,5.0,64.0,293.0,58.0
1,0.0,0.0,2.0,0.0,0.0,7.0,2.0,135.0,171.0,77.0
2,0.0,0.0,1.0,0.0,0.0,3.0,12.0,307.0,228.0,120.0
3,0.0,0.0,0.0,2.0,0.0,4.0,51.0,455.0,414.0,226.0
4,0.0,0.0,0.0,0.0,1.0,30.0,144.0,671.0,542.0,353.0
5,0.0,0.0,0.0,6.0,16.0,73.0,241.0,1125.0,1042.0,507.0
6,0.0,0.0,0.0,20.0,71.0,211.0,477.0,2100.0,1369.0,747.0
7,143.0,75.0,125.0,204.0,388.0,879.0,1933.0,3773.0,1682.0,565.0
8,484.0,567.0,769.0,1139.0,1728.0,2732.0,3884.0,4189.0,1265.0,260.0
9,525.0,491.0,654.0,932.0,1054.0,1139.0,1066.0,748.0,356.0,39.0
