,0,1,2,3,4,5,6,7,8,9
0,5658.0,4944.0,3528.0,3068.0,1040.0,373.0,188.0,114.0,109.0,10.0
1,478.0,747.0,962.0,2511.0,3647.0,3032.0,1321.0,367.0,248.0,119.0
2,210.0,388.0,320.0,468.0,987.0,1354.0,1112.0,321.0,326.0,515.0
3,120.0,261.0,248.0,302.0,568.0,290.0,283.0,57.0,9.0,17.0
4,66.0,183.0,237.0,254.0,322.0,353.0,181.0,29.0,10.0,0.0
5,50.0,146.0,164.0,175.0,254.0,255.0,162.0,55.0,7.0,0.0
6,22.0,123.0,107.0,114.0,133.0,252.0,124.0,69.0,18.0,0.0
7,28.0,116.0,99.0,111.0,129.0,250.0,164.0,53.0,21.0,0.0
8,20.0,71.0,100.0,104.0,115.0,151.0,169.0,72.0,20.0,0.0
9,11.0,76.0,106.0,69.0,111.0,123.0,247.0,204.0,54.0,21.0
