,0,1,2,3,4,5,6,7,8,9
0,1103.0,109.0,125.0,216.0,203.0,190.0,215.0,84.0,18.0,0.0
1,98.0,85.0,143.0,136.0,189.0,208.0,220.0,49.0,17.0,2.0
2,149.0,106.0,145.0,161.0,287.0,329.0,286.0,86.0,2.0,0.0
3,100.0,144.0,219.0,287.0,410.0,486.0,479.0,174.0,8.0,0.0
4,103.0,109.0,228.0,443.0,587.0,698.0,778.0,299.0,13.0,0.0
5,59.0,110.0,110.0,351.0,732.0,1288.0,1503.0,886.0,39.0,0.0
6,38.0,39.0,111.0,195.0,568.0,1324.0,2972.0,2392.0,176.0,0.0
7,7.0,14.0,11.0,85.0,214.0,594.0,1884.0,7736.0,2912.0,110.0
8,0.0,2.0,0.0,12.0,48.0,70.0,303.0,1401.0,4359.0,1167.0
9,0.0,0.0,0.0,0.0,0.0,7.0,11.0,187.0,1288.0,1459.0
