,0,1,2,3,4,5,6,7,8,9
0,1300.0,502.0,523.0,884.0,1230.0,1740.0,2839.0,4749.0,5776.0,672.0
1,95.0,58.0,66.0,77.0,81.0,107.0,249.0,430.0,855.0,285.0
2,28.0,45.0,70.0,57.0,93.0,135.0,212.0,420.0,580.0,191.0
3,52.0,69.0,80.0,152.0,140.0,185.0,286.0,401.0,582.0,134.0
4,203.0,107.0,203.0,177.0,225.0,310.0,449.0,516.0,594.0,202.0
5,125.0,113.0,168.0,199.0,244.0,322.0,778.0,1175.0,1092.0,521.0
6,65.0,41.0,82.0,105.0,135.0,263.0,668.0,1457.0,1856.0,1053.0
7,25.0,26.0,33.0,74.0,63.0,102.0,232.0,837.0,2127.0,1101.0
8,0.0,9.0,17.0,9.0,19.0,27.0,55.0,209.0,1234.0,327.0
9,0.0,0.0,0.0,0.0,0.0,1.0,8.0,64.0,707.0,116.0
