,0,1,2,3,4,5,6,7,8,9
0,1465.0,222.0,209.0,362.0,5.0,0.0,0.0,0.0,0.0,0.0
1,327.0,253.0,333.0,232.0,2.0,0.0,0.0,0.0,0.0,0.0
2,428.0,258.0,562.0,289.0,14.0,0.0,0.0,0.0,0.0,0.0
3,660.0,336.0,872.0,405.0,28.0,6.0,0.0,0.0,0.0,0.0
4,990.0,540.0,1178.0,506.0,23.0,17.0,4.0,0.0,0.0,0.0
5,1738.0,748.0,1737.0,747.0,84.0,12.0,10.0,2.0,0.0,0.0
6,2833.0,1137.0,2607.0,972.0,151.0,81.0,31.0,3.0,0.0,0.0
7,5172.0,2358.0,3776.0,1468.0,407.0,229.0,102.0,53.0,2.0,0.0
8,265.0,679.0,2539.0,1499.0,740.0,605.0,437.0,268.0,248.0,82.0
9,0.0,0.0,166.0,372.0,268.0,268.0,271.0,345.0,483.0,779.0
