,0,1,2,3,4,5,6,7,8,9
0,1615.0,400.0,93.0,60.0,45.0,26.0,20.0,18.0,28.0,45.0
1,2378.0,1013.0,230.0,109.0,80.0,38.0,56.0,52.0,43.0,22.0
2,5922.0,2546.0,450.0,237.0,134.0,103.0,109.0,92.0,111.0,106.0
3,5111.0,2932.0,528.0,296.0,222.0,175.0,152.0,149.0,137.0,166.0
4,2342.0,2012.0,409.0,237.0,141.0,132.0,157.0,132.0,185.0,241.0
5,987.0,1607.0,268.0,71.0,63.0,48.0,41.0,56.0,78.0,130.0
6,432.0,1453.0,360.0,111.0,83.0,72.0,55.0,35.0,71.0,100.0
7,399.0,1776.0,279.0,91.0,65.0,40.0,31.0,27.0,9.0,18.0
8,402.0,2301.0,625.0,109.0,84.0,57.0,45.0,51.0,38.0,25.0
9,177.0,1707.0,368.0,98.0,61.0,31.0,60.0,81.0,46.0,41.0
