,0,1,2,3,4,5,6,7,8,9
0,1085.0,4.0,0.0,16.0,39.0,199.0,241.0,71.0,2.0,0.0
1,22.0,5.0,0.0,47.0,102.0,228.0,255.0,58.0,1.0,0.0
2,50.0,17.0,24.0,119.0,185.0,272.0,306.0,111.0,8.0,0.0
3,132.0,41.0,70.0,223.0,289.0,334.0,488.0,268.0,35.0,6.0
4,194.0,141.0,124.0,406.0,568.0,479.0,597.0,497.0,195.0,37.0
5,236.0,207.0,353.0,671.0,946.0,811.0,894.0,735.0,312.0,29.0
6,253.0,310.0,592.0,1010.0,2384.0,1513.0,1338.0,935.0,234.0,82.0
7,28.0,232.0,449.0,1428.0,4041.0,2688.0,2511.0,1279.0,433.0,205.0
8,0.0,21.0,93.0,144.0,635.0,1366.0,2385.0,2673.0,785.0,730.0
9,0.0,0.0,0.0,3.0,28.0,172.0,419.0,819.0,934.0,363.0
