,0,1,2,3,4,5,6,7,8,9
0,6603.0,6252.0,2713.0,675.0,225.0,207.0,303.0,381.0,490.0,571.0
1,58.0,355.0,570.0,432.0,136.0,102.0,82.0,100.0,92.0,55.0
2,2.0,253.0,512.0,448.0,179.0,126.0,92.0,109.0,72.0,20.0
3,0.0,95.0,408.0,469.0,262.0,193.0,158.0,57.0,14.0,13.0
4,0.0,46.0,344.0,737.0,551.0,388.0,242.0,53.0,20.0,2.0
5,0.0,27.0,378.0,1017.0,969.0,1060.0,458.0,112.0,15.0,0.0
6,0.0,14.0,430.0,1239.0,1711.0,1729.0,819.0,235.0,51.0,10.0
7,0.0,8.0,345.0,1281.0,1759.0,1501.0,1037.0,206.0,60.0,11.0
8,0.0,3.0,119.0,585.0,1081.0,909.0,648.0,80.0,8.0,0.0
9,0.0,2.0,52.0,293.0,433.0,218.0,112.0,8.0,0.0,0.0
