,0,1,2,3,4,5,6,7,8,9
0,2251.0,26.0,10.0,13.0,8.0,20.0,15.0,16.0,7.0,14.0
1,7925.0,175.0,62.0,20.0,23.0,8.0,10.0,9.0,10.0,25.0
2,11946.0,483.0,113.0,45.0,25.0,35.0,24.0,38.0,12.0,31.0
3,8602.0,276.0,58.0,58.0,41.0,36.0,46.0,41.0,40.0,91.0
4,5456.0,70.0,53.0,38.0,35.0,40.0,35.0,40.0,55.0,108.0
5,3970.0,37.0,21.0,14.0,15.0,29.0,14.0,21.0,18.0,64.0
6,1980.0,2.0,4.0,8.0,6.0,4.0,2.0,0.0,0.0,16.0
7,1012.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
8,623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
