,0,1,2,3,4,5,6,7,8,9
0,1679.0,717.0,834.0,2641.0,6363.0,4221.0,3555.0,1668.0,437.0,26.0
1,297.0,205.0,683.0,1261.0,2479.0,3023.0,3769.0,3498.0,1138.0,418.0
2,12.0,53.0,165.0,109.0,199.0,330.0,603.0,616.0,214.0,182.0
3,8.0,0.0,17.0,27.0,79.0,181.0,420.0,386.0,182.0,136.0
4,4.0,0.0,0.0,16.0,38.0,110.0,264.0,318.0,169.0,107.0
5,0.0,3.0,0.0,7.0,26.0,76.0,184.0,282.0,153.0,123.0
6,0.0,0.0,6.0,2.0,16.0,29.0,159.0,202.0,156.0,117.0
7,0.0,0.0,0.0,1.0,13.0,39.0,93.0,178.0,130.0,107.0
8,0.0,0.0,0.0,3.0,4.0,41.0,93.0,101.0,150.0,120.0
9,0.0,0.0,0.0,0.0,0.0,12.0,294.0,197.0,210.0,116.0
