,0,1,2,3,4,5,6,7,8,9
0,947.0,19.0,18.0,28.0,32.0,76.0,138.0,139.0,268.0,228.0
1,165.0,51.0,49.0,36.0,44.0,71.0,156.0,127.0,132.0,139.0
2,121.0,70.0,100.0,109.0,165.0,153.0,142.0,136.0,108.0,138.0
3,251.0,171.0,155.0,268.0,263.0,193.0,167.0,125.0,65.0,76.0
4,431.0,358.0,206.0,394.0,337.0,203.0,144.0,89.0,38.0,30.0
5,609.0,454.0,360.0,605.0,520.0,382.0,151.0,46.0,32.0,33.0
6,945.0,847.0,732.0,1084.0,1127.0,763.0,182.0,39.0,40.0,17.0
7,1507.0,1523.0,1425.0,1921.0,1661.0,1510.0,611.0,83.0,17.0,0.0
8,1581.0,2758.0,2174.0,2144.0,2727.0,2433.0,1463.0,111.0,12.0,0.0
9,106.0,804.0,652.0,587.0,430.0,649.0,797.0,446.0,110.0,21.0
