,0,1,2,3,4,5,6,7,8,9
0,5128.0,3811.0,3441.0,4381.0,4063.0,2963.0,1803.0,815.0,694.0,661.0
1,551.0,614.0,464.0,710.0,776.0,652.0,358.0,40.0,10.0,0.0
2,477.0,741.0,470.0,620.0,691.0,642.0,334.0,20.0,13.0,0.0
3,261.0,611.0,416.0,478.0,613.0,630.0,293.0,37.0,8.0,0.0
4,95.0,564.0,359.0,366.0,398.0,472.0,280.0,47.0,8.0,0.0
5,82.0,347.0,279.0,248.0,323.0,371.0,258.0,61.0,6.0,0.0
6,24.0,181.0,187.0,167.0,198.0,220.0,183.0,98.0,23.0,0.0
7,12.0,119.0,135.0,124.0,141.0,231.0,155.0,81.0,13.0,1.0
8,8.0,47.0,57.0,54.0,58.0,133.0,150.0,56.0,15.0,0.0
9,25.0,20.0,63.0,28.0,45.0,119.0,137.0,86.0,32.0,20.0
