,0,1,2,3,4,5,6,7,8,9
0,1545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1,392.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,649.0,0.0,6.0,2.0,2.0,0.0,2.0,2.0,2.0,6.0
3,1097.0,6.0,8.0,2.0,8.0,0.0,2.0,2.0,6.0,21.0
4,1480.0,20.0,23.0,16.0,15.0,14.0,17.0,23.0,33.0,100.0
5,2586.0,46.0,26.0,32.0,42.0,59.0,47.0,54.0,27.0,91.0
6,4396.0,75.0,76.0,65.0,44.0,56.0,60.0,55.0,60.0,108.0
7,9148.0,315.0,104.0,53.0,34.0,43.0,16.0,27.0,12.0,15.0
8,16302.0,588.0,79.0,26.0,8.0,2.0,2.0,2.0,2.0,6.0
9,6984.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
