,0,1,2,3,4,5,6,7,8,9
0,909.0,35.0,114.0,209.0,164.0,68.0,25.0,24.0,8.0,101.0
1,4.0,75.0,133.0,220.0,121.0,71.0,53.0,19.0,16.0,6.0
2,23.0,150.0,248.0,309.0,151.0,104.0,65.0,24.0,10.0,8.0
3,60.0,229.0,399.0,388.0,253.0,269.0,152.0,67.0,40.0,29.0
4,109.0,503.0,731.0,578.0,461.0,530.0,176.0,89.0,28.0,33.0
5,174.0,951.0,1261.0,905.0,645.0,649.0,247.0,141.0,94.0,127.0
6,244.0,2104.0,2495.0,1316.0,802.0,762.0,391.0,177.0,160.0,200.0
7,511.0,3208.0,4568.0,2473.0,1124.0,597.0,397.0,208.0,107.0,101.0
8,319.0,912.0,2411.0,2216.0,1480.0,760.0,346.0,137.0,81.0,170.0
9,27.0,100.0,392.0,675.0,729.0,393.0,170.0,134.0,79.0,39.0
