,0,1,2,3,4,5,6,7,8,9
0,1877.0,6528.0,7198.0,3236.0,1537.0,1267.0,314.0,76.0,22.0,86.0
1,258.0,1132.0,3993.0,3936.0,2582.0,2051.0,1321.0,707.0,426.0,365.0
2,95.0,126.0,442.0,626.0,433.0,141.0,149.0,114.0,95.0,262.0
3,77.0,143.0,302.0,373.0,299.0,114.0,50.0,45.0,20.0,13.0
4,34.0,96.0,238.0,254.0,209.0,116.0,28.0,17.0,10.0,24.0
5,23.0,96.0,151.0,229.0,168.0,60.0,48.0,36.0,21.0,22.0
6,8.0,70.0,173.0,149.0,140.0,77.0,26.0,8.0,12.0,24.0
7,6.0,44.0,119.0,132.0,99.0,101.0,27.0,8.0,14.0,11.0
8,2.0,30.0,93.0,165.0,125.0,65.0,19.0,3.0,3.0,7.0
9,0.0,2.0,43.0,189.0,338.0,211.0,40.0,6.0,0.0,0.0
