,0,1,2,3,4,5,6,7,8,9
0,10986.0,757.0,588.0,473.0,632.0,621.0,692.0,444.0,138.0,46.0
1,6215.0,906.0,892.0,862.0,1240.0,2311.0,3473.0,3522.0,1884.0,748.0
2,478.0,166.0,187.0,220.0,327.0,791.0,1479.0,1552.0,994.0,240.0
3,155.0,45.0,31.0,28.0,56.0,132.0,235.0,309.0,204.0,31.0
4,93.0,21.0,27.0,24.0,22.0,25.0,78.0,131.0,63.0,24.0
5,56.0,25.0,31.0,15.0,24.0,15.0,57.0,64.0,44.0,14.0
6,61.0,17.0,27.0,10.0,25.0,24.0,31.0,44.0,39.0,7.0
7,35.0,20.0,8.0,11.0,15.0,25.0,38.0,43.0,27.0,8.0
8,39.0,14.0,10.0,8.0,10.0,15.0,27.0,33.0,24.0,0.0
9,302.0,11.0,12.0,18.0,32.0,77.0,128.0,66.0,16.0,0.0
