,0,1,2,3,4,5,6,7,8,9
0,941.0,120.0,12.0,8.0,4.0,4.0,0.0,9.0,532.0,27.0
1,4.0,0.0,0.0,0.0,0.0,3.0,0.0,43.0,589.0,79.0
2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,123.0,763.0,202.0
3,0.0,0.0,0.0,0.0,0.0,0.0,18.0,332.0,1112.0,424.0
4,0.0,0.0,0.0,0.0,0.0,2.0,76.0,643.0,1810.0,707.0
5,0.0,0.0,0.0,0.0,0.0,23.0,231.0,1304.0,2512.0,1124.0
6,0.0,0.0,18.0,31.0,75.0,233.0,945.0,2222.0,3836.0,1291.0
7,119.0,108.0,203.0,481.0,839.0,1366.0,2406.0,3678.0,3428.0,666.0
8,458.0,477.0,655.0,822.0,889.0,1154.0,1808.0,1732.0,757.0,80.0
9,371.0,265.0,354.0,392.0,423.0,407.0,288.0,172.0,64.0,2.0
