,0,1,2,3,4,5,6,7,8,9
0,1393.0,429.0,237.0,76.0,103.0,26.0,22.0,16.0,30.0,18.0
1,1258.0,1497.0,654.0,282.0,135.0,69.0,32.0,45.0,25.0,24.0
2,2679.0,4364.0,1415.0,573.0,228.0,150.0,124.0,102.0,110.0,65.0
3,1803.0,3807.0,1932.0,964.0,496.0,255.0,219.0,171.0,121.0,100.0
4,445.0,1382.0,1377.0,1027.0,645.0,385.0,259.0,186.0,148.0,134.0
5,46.0,349.0,716.0,830.0,677.0,286.0,172.0,100.0,79.0,94.0
6,0.0,124.0,460.0,760.0,508.0,354.0,236.0,127.0,104.0,99.0
7,0.0,35.0,261.0,863.0,677.0,484.0,199.0,161.0,22.0,33.0
8,0.0,3.0,195.0,848.0,1064.0,909.0,365.0,229.0,73.0,51.0
9,0.0,0.0,78.0,312.0,1075.0,789.0,202.0,68.0,46.0,100.0
