,0,1,2,3,4,5,6,7,8,9
0,1199.0,202.0,401.0,696.0,1213.0,1956.0,3415.0,7737.0,2760.0,186.0
1,142.0,169.0,316.0,616.0,1029.0,2121.0,3210.0,4430.0,3908.0,1806.0
2,67.0,64.0,98.0,210.0,256.0,296.0,452.0,742.0,500.0,925.0
3,46.0,73.0,86.0,119.0,124.0,217.0,289.0,306.0,136.0,23.0
4,21.0,45.0,74.0,113.0,141.0,137.0,176.0,215.0,45.0,11.0
5,15.0,52.0,90.0,86.0,106.0,117.0,140.0,106.0,9.0,1.0
6,35.0,62.0,116.0,134.0,151.0,117.0,78.0,29.0,4.0,0.0
7,93.0,95.0,138.0,129.0,107.0,79.0,50.0,2.0,0.0,0.0
8,180.0,174.0,130.0,125.0,98.0,34.0,5.0,0.0,0.0,0.0
9,465.0,211.0,102.0,79.0,33.0,4.0,0.0,0.0,0.0,0.0
