,0,1,2,3,4,5,6,7,8,9
0,1089.0,7.0,14.0,32.0,376.0,263.0,404.0,156.0,8.0,1.0
1,43.0,56.0,86.0,338.0,1373.0,759.0,896.0,379.0,91.0,0.0
2,268.0,175.0,263.0,1093.0,3020.0,2028.0,1747.0,1028.0,182.0,6.0
3,391.0,505.0,536.0,1105.0,2288.0,1710.0,1549.0,1441.0,294.0,49.0
4,196.0,217.0,455.0,755.0,681.0,958.0,1176.0,993.0,399.0,158.0
5,11.0,14.0,162.0,352.0,343.0,572.0,798.0,626.0,386.0,85.0
6,2.0,4.0,129.0,203.0,385.0,525.0,722.0,452.0,240.0,110.0
7,0.0,0.0,32.0,105.0,262.0,462.0,565.0,630.0,436.0,243.0
8,0.0,0.0,14.0,55.0,332.0,482.0,810.0,952.0,548.0,544.0
9,0.0,0.0,14.0,29.0,157.0,303.0,767.0,789.0,355.0,256.0
