,0,1,2,3,4,5,6,7,8,9
0,1150.0,148.0,270.0,555.0,1051.0,2013.0,3680.0,7996.0,2897.0,455.0
1,77.0,49.0,122.0,192.0,262.0,283.0,267.0,565.0,315.0,171.0
2,26.0,34.0,92.0,117.0,153.0,175.0,308.0,510.0,297.0,119.0
3,28.0,65.0,83.0,94.0,115.0,185.0,227.0,507.0,550.0,227.0
4,28.0,50.0,52.0,76.0,90.0,183.0,389.0,732.0,759.0,627.0
5,95.0,54.0,84.0,139.0,222.0,431.0,791.0,1092.0,1185.0,644.0
6,220.0,182.0,236.0,347.0,456.0,584.0,933.0,1335.0,1003.0,429.0
7,392.0,294.0,280.0,356.0,414.0,740.0,887.0,731.0,311.0,215.0
8,136.0,131.0,156.0,276.0,343.0,386.0,280.0,92.0,41.0,65.0
9,111.0,140.0,176.0,155.0,152.0,98.0,53.0,7.0,4.0,0.0
