,0,1,2,3,4,5,6,7,8,9
0,2062.0,1109.0,17.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0
1,3887.0,3739.0,191.0,8.0,14.0,7.0,10.0,6.0,8.0,2.0
2,5788.0,7924.0,788.0,145.0,92.0,46.0,80.0,34.0,32.0,59.0
3,2443.0,5946.0,1561.0,401.0,287.0,222.0,138.0,132.0,93.0,226.0
4,554.0,2479.0,2532.0,362.0,89.0,66.0,43.0,44.0,31.0,103.0
5,147.0,475.0,1241.0,259.0,20.0,2.0,12.0,12.0,8.0,2.0
6,115.0,114.0,103.0,35.0,4.0,0.0,0.0,0.0,0.0,0.0
7,116.0,78.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8,79.0,51.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
9,186.0,138.0,0.0,4.0,0.0,1.0,2.0,2.0,4.0,270.0
