,0,1,2,3,4,5,6,7,8,9
0,965.0,272.0,462.0,243.0,114.0,39.0,25.0,44.0,18.0,168.0
1,368.0,1244.0,1339.0,649.0,264.0,81.0,38.0,13.0,9.0,16.0
2,616.0,3028.0,3720.0,1562.0,479.0,171.0,138.0,43.0,42.0,11.0
3,266.0,2483.0,3506.0,2055.0,866.0,385.0,149.0,77.0,45.0,36.0
4,74.0,764.0,1765.0,1673.0,850.0,353.0,197.0,134.0,94.0,84.0
5,19.0,274.0,791.0,847.0,635.0,345.0,175.0,117.0,64.0,82.0
6,13.0,94.0,438.0,649.0,734.0,340.0,180.0,148.0,97.0,79.0
7,28.0,42.0,397.0,671.0,697.0,519.0,168.0,117.0,40.0,56.0
8,21.0,48.0,252.0,689.0,905.0,972.0,400.0,195.0,112.0,143.0
9,10.0,18.0,82.0,251.0,386.0,998.0,552.0,132.0,102.0,139.0
