,0,1,2,3,4,5,6,7,8,9
0,1091.0,42.0,14.0,25.0,17.0,31.0,37.0,64.0,67.0,161.0
1,119.0,22.0,4.0,11.0,20.0,15.0,26.0,43.0,61.0,73.0
2,267.0,29.0,23.0,22.0,26.0,32.0,53.0,60.0,95.0,64.0
3,415.0,76.0,66.0,39.0,45.0,52.0,97.0,124.0,153.0,85.0
4,744.0,85.0,74.0,49.0,95.0,60.0,132.0,195.0,208.0,99.0
5,1193.0,139.0,115.0,93.0,127.0,149.0,309.0,424.0,356.0,105.0
6,2151.0,190.0,187.0,129.0,210.0,301.0,611.0,697.0,408.0,111.0
7,4638.0,427.0,329.0,305.0,371.0,745.0,1030.0,1122.0,649.0,151.0
8,7108.0,769.0,814.0,821.0,1164.0,1657.0,2035.0,1804.0,727.0,118.0
9,694.0,203.0,187.0,175.0,308.0,994.0,1908.0,1675.0,709.0,151.0
