,0,1,2,3,4,5,6,7,8,9
0,977.0,168.0,215.0,240.0,222.0,268.0,504.0,493.0,112.0,2.0
1,175.0,136.0,273.0,439.0,626.0,938.0,1390.0,2269.0,1544.0,82.0
2,72.0,48.0,110.0,262.0,453.0,854.0,1591.0,3883.0,6737.0,978.0
3,18.0,11.0,19.0,90.0,186.0,414.0,679.0,1905.0,5648.0,2479.0
4,5.0,9.0,20.0,37.0,81.0,251.0,423.0,881.0,2366.0,2230.0
5,11.0,8.0,14.0,34.0,52.0,76.0,133.0,201.0,546.0,1103.0
6,2.0,0.0,4.0,10.0,23.0,43.0,75.0,50.0,41.0,123.0
7,0.0,0.0,8.0,14.0,16.0,31.0,69.0,42.0,11.0,7.0
8,3.0,0.0,0.0,8.0,14.0,36.0,46.0,17.0,9.0,0.0
9,286.0,14.0,8.0,18.0,68.0,99.0,85.0,26.0,3.0,0.0
