,0,1,2,3,4,5,6,7,8,9
0,1571.0,488.0,171.0,11.0,7.0,6.0,6.0,0.0,3.0,0.0
1,683.0,382.0,72.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0
2,990.0,506.0,46.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0
3,1570.0,632.0,78.0,21.0,4.0,0.0,2.0,0.0,0.0,0.0
4,2370.0,762.0,81.0,25.0,16.0,4.0,0.0,0.0,0.0,0.0
5,3522.0,1339.0,100.0,72.0,31.0,8.0,6.0,0.0,0.0,0.0
6,4749.0,2566.0,195.0,138.0,91.0,52.0,20.0,4.0,0.0,0.0
7,6280.0,5840.0,600.0,357.0,212.0,140.0,78.0,55.0,5.0,0.0
8,400.0,3777.0,837.0,594.0,452.0,403.0,355.0,225.0,164.0,155.0
9,6.0,479.0,303.0,208.0,208.0,239.0,218.0,277.0,340.0,674.0
