,0,1,2,3,4,5,6,7,8,9
0,1134.0,357.0,344.0,889.0,937.0,327.0,170.0,39.0,2.0,0.0
1,527.0,385.0,817.0,1899.0,4414.0,2776.0,1854.0,412.0,42.0,0.0
2,167.0,211.0,464.0,1031.0,2842.0,2921.0,2701.0,1492.0,117.0,5.0
3,12.0,16.0,67.0,179.0,669.0,1127.0,2022.0,1639.0,359.0,12.0
4,16.0,2.0,7.0,52.0,196.0,435.0,1438.0,1705.0,786.0,142.0
5,8.0,0.0,0.0,14.0,64.0,163.0,609.0,1089.0,561.0,297.0
6,12.0,0.0,2.0,0.0,69.0,185.0,177.0,544.0,339.0,250.0
7,4.0,0.0,0.0,0.0,25.0,90.0,168.0,236.0,303.0,202.0
8,4.0,0.0,0.0,0.0,1.0,19.0,179.0,156.0,196.0,231.0
9,116.0,7.0,4.0,3.0,0.0,19.0,116.0,134.0,234.0,313.0
