,0,1,2,3,4,5,6,7,8,9
0,4181.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1,12822.0,248.0,44.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
2,11309.0,554.0,60.0,20.0,5.0,2.0,1.0,0.0,0.0,0.0
3,5914.0,67.0,34.0,28.0,21.0,12.0,10.0,12.0,4.0,0.0
4,4673.0,12.0,12.0,16.0,8.0,20.0,8.0,14.0,4.0,12.0
5,2679.0,27.0,17.0,15.0,7.0,10.0,19.0,8.0,10.0,13.0
6,1345.0,51.0,37.0,20.0,20.0,22.0,20.0,28.0,10.0,25.0
7,731.0,46.0,66.0,26.0,23.0,22.0,22.0,23.0,21.0,48.0
8,445.0,15.0,22.0,30.0,32.0,40.0,37.0,36.0,33.0,96.0
9,480.0,37.0,31.0,29.0,37.0,46.0,29.0,44.0,60.0,153.0
