,0,1,2,3,4,5,6,7,8,9
0,9713.0,13498.0,3555.0,683.0,161.0,65.0,38.0,16.0,14.0,17.0
1,1167.0,2033.0,701.0,118.0,53.0,15.0,9.0,7.0,8.0,64.0
2,1163.0,1841.0,644.0,106.0,39.0,25.0,22.0,12.0,12.0,144.0
3,961.0,1486.0,549.0,84.0,57.0,50.0,29.0,16.0,7.0,108.0
4,823.0,1045.0,375.0,78.0,60.0,45.0,53.0,33.0,22.0,55.0
5,570.0,777.0,273.0,61.0,57.0,58.0,47.0,39.0,31.0,62.0
6,382.0,500.0,132.0,34.0,40.0,38.0,36.0,33.0,26.0,60.0
7,279.0,442.0,111.0,25.0,13.0,25.0,29.0,31.0,21.0,36.0
8,146.0,246.0,47.0,24.0,13.0,15.0,13.0,20.0,11.0,43.0
9,173.0,185.0,47.0,13.0,15.0,9.0,9.0,23.0,28.0,73.0
