,0,1,2,3,4,5,6,7,8,9
0,13919.0,1409.0,1444.0,1092.0,789.0,574.0,363.0,303.0,150.0,172.0
1,1024.0,214.0,194.0,217.0,222.0,158.0,91.0,97.0,57.0,29.0
2,1001.0,143.0,162.0,136.0,144.0,93.0,64.0,54.0,24.0,10.0
3,1376.0,139.0,163.0,120.0,105.0,84.0,37.0,33.0,20.0,4.0
4,2095.0,251.0,230.0,170.0,111.0,52.0,36.0,26.0,13.0,2.0
5,2930.0,488.0,396.0,322.0,203.0,140.0,116.0,71.0,35.0,36.0
6,2837.0,620.0,608.0,460.0,373.0,309.0,203.0,137.0,75.0,103.0
7,1824.0,518.0,467.0,483.0,340.0,322.0,203.0,184.0,136.0,143.0
8,594.0,279.0,245.0,198.0,173.0,126.0,98.0,69.0,58.0,66.0
9,160.0,114.0,99.0,149.0,129.0,117.0,70.0,38.0,10.0,10.0
