,0,1,2,3,4,5,6,7,8,9
0,929.0,41.0,83.0,128.0,144.0,52.0,20.0,26.0,5.0,121.0
1,34.0,26.0,84.0,95.0,71.0,44.0,11.0,12.0,3.0,14.0
2,49.0,128.0,179.0,109.0,69.0,50.0,30.0,21.0,22.0,14.0
3,74.0,161.0,305.0,223.0,179.0,94.0,42.0,22.0,31.0,21.0
4,66.0,246.0,476.0,393.0,311.0,140.0,46.0,30.0,14.0,19.0
5,170.0,436.0,740.0,728.0,483.0,289.0,80.0,43.0,15.0,26.0
6,220.0,922.0,1462.0,943.0,754.0,478.0,128.0,46.0,16.0,26.0
7,501.0,2634.0,2770.0,1612.0,1105.0,737.0,254.0,65.0,47.0,42.0
8,336.0,3500.0,5745.0,3497.0,1641.0,1193.0,594.0,261.0,145.0,105.0
9,1.0,173.0,908.0,1561.0,1173.0,1126.0,817.0,494.0,325.0,426.0
